,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_AMT,CLM_COUNT,EXPOSURE
3906,592505103,0,1952-03-13,47.0,0,14.0,3000.0,No,92000.0,Yes,F,Bachelors,Home Maker,65,Private,6500,1,SUV,no,No,2,16.0,Highly Rural/ Rural,0,0,1.0
3907,630595251,0,1956-05-30,43.0,0,13.0,68000.0,No,200000.0,Yes,F,Masters,Manager,22,Private,8290,1,SUV,no,No,0,8.0,Highly Urban/ Urban,6570,6,1.0
3908,996435699,2,1942-11-18,57.0,2,9.0,10000.0,Yes,147000.0,No,F,High School,Home Maker,21,Private,7200,1,SUV,no,No,0,,Highly Urban/ Urban,3294,6,1.0
3909,468319207,0,1953-02-24,46.0,0,13.0,,No,250000.0,Yes,F,Masters,Manager,36,Private,18930,4,SUV,no,No,1,1.0,Highly Urban/ Urban,0,0,1.0
3910,46413377,0,1951-01-29,48.0,0,11.0,83000.0,No,,No,F,Masters,Manager,39,Commercial,23510,1,Pickup,no,No,0,16.0,Highly Urban/ Urban,0,0,0.654
3911,447647373,0,1965-11-14,34.0,1,0.0,0.0,No,,Yes,F,High School,Student,36,Commercial,22160,6,SUV,no,No,0,8.0,Highly Urban/ Urban,14386,2,0.042
3912,435674598,0,1950-12-06,48.0,0,13.0,41000.0,No,180000.0,Yes,F,Bachelors,Clerical,40,Private,3200,3,SUV,no,No,0,10.0,Highly Rural/ Rural,0,0,1.0
3913,597270705,0,1938-11-06,61.0,2,16.0,119000.0,Yes,,No,F,Masters,Lawyer,50,Private,31240,14,Sports Car,no,No,1,18.0,Highly Urban/ Urban,0,0,0.909
3914,158892686,0,1960-10-04,39.0,0,11.0,94000.0,No,268000.0,Yes,M,Bachelors,Blue Collar,34,Commercial,17820,1,Minivan,yes,No,6,13.0,Highly Urban/ Urban,0,0,1.0
3915,94821089,0,1949-01-20,50.0,0,14.0,27000.0,No,164000.0,Yes,M,Masters,Unknown,36,Commercial,10300,15,Pickup,no,No,1,18.0,Highly Urban/ Urban,0,0,1.0
3916,922705662,0,1946-11-26,52.0,0,12.0,91000.0,No,295000.0,Yes,M,PhD,Manager,9,Commercial,10110,10,Pickup,no,No,0,4.0,Highly Urban/ Urban,0,0,0.696
3917,293279293,0,1959-12-01,39.0,0,12.0,,No,233000.0,Yes,F,PhD,Manager,6,Private,9800,7,SUV,no,No,0,10.0,Highly Urban/ Urban,0,0,1.0
3918,671423077,0,1951-06-12,48.0,0,13.0,31000.0,No,144000.0,Yes,M,Masters,Lawyer,22,Private,7500,1,Pickup,no,No,0,,Highly Urban/ Urban,0,0,1.0
3919,275306071,0,1966-04-20,33.0,3,8.0,32000.0,Yes,,No,F,High School,Clerical,43,Private,9620,1,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
3920,413358029,0,1953-10-18,46.0,0,0.0,0.0,No,,Yes,M,Below High Sc,Student,5,Private,6000,1,Pickup,no,No,1,1.0,Highly Urban/ Urban,0,0,1.0
3921,427739476,0,1955-09-07,44.0,0,5.0,51000.0,No,178000.0,Yes,F,Bachelors,Professional,52,Private,14870,7,SUV,no,No,2,9.0,Highly Urban/ Urban,3040,3,1.0
3922,624637727,0,1940-11-17,58.0,0,14.0,20000.0,No,,No,F,Bachelors,Home Maker,52,Private,17850,1,Minivan,no,No,0,8.0,Highly Rural/ Rural,0,0,1.0
3923,787877274,0,1972-01-17,27.0,3,12.0,19000.0,Yes,121000.0,No,F,Below High Sc,Home Maker,45,Private,3680,7,SUV,no,No,1,6.0,Highly Urban/ Urban,0,0,1.0
3924,993108634,0,1958-05-14,41.0,3,0.0,0.0,No,,Yes,F,Below High Sc,Student,34,Private,5600,4,SUV,no,No,7,1.0,Highly Urban/ Urban,0,0,1.0
3925,371471737,0,1950-11-04,49.0,0,8.0,48000.0,No,160000.0,Yes,M,Bachelors,Professional,41,Private,13410,4,Minivan,yes,No,4,14.0,Highly Urban/ Urban,0,0,1.0
3926,15476094,0,1950-10-22,49.0,0,5.0,38000.0,No,,No,F,Masters,Lawyer,28,Private,6650,6,SUV,no,No,0,16.0,Highly Urban/ Urban,0,0,1.0
3927,270525647,0,1945-02-15,54.0,0,12.0,84000.0,No,,No,M,Masters,Lawyer,31,Private,20820,11,Minivan,yes,No,4,16.0,Highly Urban/ Urban,0,0,1.0
3928,508323381,0,1958-01-17,41.0,1,12.0,47000.0,Yes,,No,F,Bachelors,Professional,51,Commercial,23560,1,Pickup,no,No,0,1.0,Highly Urban/ Urban,6295,5,1.0
3929,211644243,2,1961-05-10,38.0,2,0.0,0.0,Yes,,No,F,Bachelors,Student,13,Private,5300,1,SUV,no,No,3,13.0,Highly Rural/ Rural,0,0,1.0
3930,597271892,0,1953-06-03,46.0,0,12.0,7000.0,No,145000.0,Yes,F,High School,Home Maker,48,Private,24930,1,Pickup,no,Yes,6,1.0,Highly Urban/ Urban,14604,1,1.0
3931,200656328,0,1962-10-06,37.0,0,5.0,27000.0,No,,No,F,High School,Clerical,71,Private,4620,7,Sports Car,no,No,7,8.0,Highly Rural/ Rural,0,0,1.0
3932,897476712,0,1953-04-27,46.0,0,8.0,66000.0,No,218000.0,Yes,F,High School,Blue Collar,44,Commercial,25850,1,Minivan,no,No,2,5.0,Highly Rural/ Rural,0,0,1.0
3933,928838743,0,1962-05-07,37.0,0,11.0,28000.0,No,,No,M,Below High Sc,Blue Collar,38,Commercial,22610,10,Panel Truck,no,No,10,1.0,Highly Urban/ Urban,2932,2,0.936
3934,456676042,0,1954-07-31,45.0,2,,77000.0,Yes,,No,F,Bachelors,Professional,30,Private,16540,10,SUV,no,No,7,7.0,Highly Urban/ Urban,0,0,1.0
3935,450364865,0,1959-01-07,40.0,0,10.0,134000.0,No,328000.0,Yes,M,PhD,Lawyer,40,Private,16030,6,Minivan,no,No,1,1.0,Highly Urban/ Urban,0,0,0.504
3936,179238802,0,1965-06-08,34.0,0,0.0,0.0,No,122000.0,No,F,Bachelors,Home Maker,66,Private,6010,6,SUV,no,No,2,9.0,Highly Urban/ Urban,2974,3,0.762
3937,567216017,0,1948-02-04,51.0,0,7.0,14000.0,No,,No,M,Below High Sc,Clerical,30,Commercial,8150,13,Pickup,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
3938,374507309,0,1953-07-25,46.0,0,8.0,36000.0,No,,No,M,Masters,Professional,58,Commercial,5100,1,Pickup,no,Yes,0,12.0,Highly Urban/ Urban,3531,4,1.0
3939,127255429,0,1975-03-30,24.0,1,10.0,5000.0,No,,Yes,M,High School,Student,23,Commercial,24630,7,Panel Truck,yes,Yes,11,5.0,Highly Urban/ Urban,3373,4,1.0
3940,168443977,1,1958-08-07,41.0,2,13.0,44000.0,No,122000.0,Yes,M,Bachelors,Clerical,20,Private,14390,1,Minivan,yes,No,0,13.0,Highly Urban/ Urban,0,0,0.366
3941,876687669,0,1955-07-18,44.0,0,12.0,152000.0,No,410000.0,No,F,PhD,Doctor,25,Private,25770,4,SUV,no,No,2,6.0,Highly Urban/ Urban,0,0,1.0
3942,865589938,0,1959-05-19,40.0,3,18.0,19000.0,No,123000.0,Yes,M,Below High Sc,Clerical,32,Private,1500,4,Minivan,yes,No,2,6.0,Highly Urban/ Urban,0,0,1.0
3943,617024306,0,1964-05-19,35.0,3,8.0,,No,96000.0,Yes,M,Below High Sc,Student,53,Commercial,24050,6,Panel Truck,yes,No,0,1.0,Highly Urban/ Urban,4759,1,0.555
3944,790442875,0,1936-06-21,63.0,0,9.0,88000.0,No,289000.0,Yes,M,Masters,Professional,37,Commercial,25540,6,Pickup,yes,No,0,14.0,Highly Urban/ Urban,0,0,1.0
3945,482259429,0,1936-07-15,63.0,0,0.0,0.0,No,111000.0,Yes,F,PhD,Home Maker,33,Private,7800,6,Sports Car,no,No,1,15.0,Highly Urban/ Urban,3604,3,1.0
3946,952827285,1,1957-04-28,42.0,2,15.0,31000.0,No,154000.0,Yes,M,High School,Home Maker,33,Commercial,8790,17,Pickup,yes,No,5,1.0,Highly Urban/ Urban,0,0,1.0
3947,738770352,0,1950-11-10,49.0,0,11.0,99000.0,No,,No,M,Masters,Lawyer,56,Private,16350,3,Van,no,No,11,16.0,Highly Urban/ Urban,4496,1,1.0
3948,48190781,0,1949-09-24,50.0,0,12.0,15000.0,No,118000.0,Yes,F,High School,Home Maker,75,Private,17360,1,Minivan,no,No,2,1.0,Highly Rural/ Rural,0,0,0.516
3949,44064891,0,1958-04-19,41.0,0,0.0,0.0,No,,No,F,High School,Student,13,Commercial,5600,8,SUV,no,No,0,,Highly Urban/ Urban,8193,2,0.549
3950,665870167,0,1938-10-15,61.0,0,6.0,47000.0,No,179000.0,No,F,Masters,Lawyer,19,Private,23880,10,SUV,no,No,4,16.0,Highly Urban/ Urban,0,0,1.0
3951,636806633,1,1958-11-19,40.0,4,16.0,139000.0,Yes,,No,M,Bachelors,Manager,20,Private,19370,10,Van,no,No,7,14.0,Highly Urban/ Urban,0,0,1.0
3952,66404868,0,1946-12-23,52.0,0,6.0,22000.0,No,,No,F,Below High Sc,Clerical,56,Private,8880,3,SUV,no,No,1,5.0,Highly Rural/ Rural,0,0,1.0
3953,233246336,0,1946-02-07,53.0,0,14.0,66000.0,No,218000.0,Yes,M,Bachelors,Manager,36,Commercial,32400,1,Panel Truck,yes,No,0,9.0,Highly Urban/ Urban,0,0,1.0
3954,113599880,0,1964-01-12,35.0,0,8.0,18000.0,No,103000.0,Yes,F,Below High Sc,Clerical,58,Private,6760,6,Sports Car,no,No,0,,Highly Rural/ Rural,0,0,1.0
3955,999018658,0,1974-11-27,24.0,3,,10000.0,Yes,,No,M,Masters,Unknown,25,Private,13070,3,Minivan,yes,Yes,3,14.0,Highly Urban/ Urban,1631,2,1.0
3956,508727800,0,1966-04-19,33.0,0,10.0,35000.0,No,183000.0,No,F,High School,Blue Collar,22,Private,6380,3,Sports Car,no,No,0,10.0,Highly Urban/ Urban,3269,6,0.45
3957,797568231,0,1949-04-16,50.0,0,14.0,81000.0,No,,Yes,M,Bachelors,Blue Collar,44,Commercial,15600,1,Minivan,yes,No,6,7.0,Highly Urban/ Urban,0,0,1.0
3958,672743807,0,1951-03-17,48.0,0,10.0,58000.0,No,,No,F,High School,Professional,30,Private,10420,1,SUV,no,No,2,4.0,Highly Urban/ Urban,0,0,1.0
3959,607254373,0,1966-06-10,33.0,1,15.0,73000.0,No,287000.0,Yes,F,Bachelors,Manager,28,Private,12070,7,Minivan,no,No,1,10.0,Highly Urban/ Urban,0,0,1.0
3960,798858669,0,1961-10-19,38.0,0,10.0,60000.0,No,,No,M,Bachelors,Blue Collar,51,Commercial,11260,4,Pickup,yes,No,0,10.0,Highly Urban/ Urban,4566,4,1.0
3961,196199984,0,1970-01-08,29.0,1,11.0,72000.0,Yes,,No,M,Bachelors,Professional,16,Commercial,25450,3,Panel Truck,yes,Yes,0,,Highly Urban/ Urban,5257,2,1.0
3962,159707233,0,1951-12-09,47.0,0,,134000.0,No,,No,F,Masters,Lawyer,32,Private,2840,4,Sports Car,no,No,0,7.0,Highly Urban/ Urban,0,0,1.0
3963,226973374,0,1954-07-27,45.0,0,0.0,0.0,No,108000.0,Yes,F,High School,Home Maker,50,Private,12140,1,SUV,no,No,0,1.0,Highly Urban/ Urban,2956,2,0.111
3964,40149003,0,1961-03-21,38.0,0,14.0,68000.0,No,,No,M,Bachelors,Professional,50,Private,8010,6,Minivan,yes,No,5,15.0,Highly Urban/ Urban,0,0,1.0
3965,14819296,0,1969-08-03,30.0,0,10.0,75000.0,No,,No,M,Bachelors,Manager,38,Private,11970,13,Pickup,no,No,4,10.0,Highly Urban/ Urban,0,0,1.0
3966,198945342,0,1956-12-19,42.0,0,11.0,15000.0,No,106000.0,Yes,M,Bachelors,Professional,36,Commercial,7180,16,Pickup,yes,No,3,13.0,Highly Rural/ Rural,0,0,1.0
3967,624453887,0,1935-05-08,64.0,0,5.0,47000.0,No,180000.0,No,F,Masters,Lawyer,27,Private,12560,4,Sports Car,no,No,3,1.0,Highly Urban/ Urban,2432,3,1.0
3968,428065177,1,1955-07-02,44.0,3,12.0,180000.0,No,449000.0,Yes,M,PhD,Unknown,27,Commercial,29390,1,Panel Truck,no,No,0,20.0,Highly Urban/ Urban,0,0,0.966
3969,924174978,1,1953-11-27,45.0,1,11.0,79000.0,Yes,255000.0,No,F,Bachelors,Blue Collar,23,Commercial,1500,4,Sports Car,no,No,5,6.0,Highly Urban/ Urban,0,0,1.0
3970,596152711,0,1947-02-21,52.0,0,13.0,82000.0,No,,No,F,Masters,Lawyer,27,Private,13000,4,Sports Car,no,No,0,12.0,Highly Urban/ Urban,0,0,1.0
3971,174152382,0,1955-11-20,43.0,0,0.0,0.0,No,77000.0,No,F,Below High Sc,Home Maker,45,Private,5800,7,SUV,no,No,0,1.0,Highly Rural/ Rural,5899,1,1.0
3972,508595429,3,1956-03-20,43.0,4,13.0,43000.0,Yes,,No,F,Below High Sc,Clerical,22,Private,10060,6,SUV,no,Yes,2,7.0,Highly Urban/ Urban,2392,3,0.243
3973,590499274,0,1951-04-23,48.0,0,11.0,107000.0,No,248000.0,Yes,M,Bachelors,Professional,29,Private,16970,8,Van,no,No,0,9.0,Highly Urban/ Urban,3127,4,0.657
3974,317051751,0,1954-09-13,45.0,0,13.0,227000.0,No,,No,M,PhD,Unknown,23,Commercial,28670,1,Panel Truck,no,No,0,,Highly Urban/ Urban,0,0,1.0
3975,841523410,0,1966-03-15,33.0,1,11.0,46000.0,No,189000.0,Yes,M,High School,Blue Collar,16,Commercial,11040,1,Minivan,no,No,0,6.0,Highly Rural/ Rural,0,0,0.399
3976,78490994,0,1945-05-14,54.0,0,12.0,133000.0,No,342000.0,Yes,M,PhD,Unknown,30,Commercial,36030,1,Panel Truck,yes,No,1,20.0,Highly Urban/ Urban,0,0,1.0
3977,317159574,0,1945-05-09,54.0,0,0.0,0.0,No,,Yes,F,High School,Student,29,Private,1500,4,Sports Car,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
3978,136283722,0,1973-10-01,26.0,0,0.0,0.0,No,52000.0,No,F,Below High Sc,Home Maker,22,Private,1500,4,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
3979,88757083,0,1949-06-21,50.0,0,13.0,43000.0,No,192000.0,Yes,M,Masters,Lawyer,14,Private,16200,10,Minivan,no,Yes,4,17.0,Highly Urban/ Urban,0,0,1.0
3980,703987110,0,1963-04-10,36.0,0,11.0,25000.0,No,172000.0,Yes,M,High School,Clerical,51,Private,13120,1,Minivan,no,No,1,8.0,Highly Urban/ Urban,0,0,0.783
3981,686048949,0,1961-03-20,38.0,0,13.0,92000.0,No,,No,F,Bachelors,Professional,61,Private,22780,4,Sports Car,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
3982,944239689,0,1961-04-06,38.0,0,0.0,0.0,No,,No,M,Bachelors,Home Maker,75,Commercial,6570,4,Pickup,no,No,0,1.0,Highly Urban/ Urban,868,3,0.15
3983,628205475,0,1968-12-18,30.0,1,10.0,,Yes,,No,M,High School,Clerical,43,Commercial,21230,7,Van,yes,No,0,1.0,Highly Urban/ Urban,0,0,0.522
3984,964114982,0,1953-12-26,45.0,0,13.0,87000.0,No,,No,F,Bachelors,Blue Collar,57,Commercial,18750,6,SUV,no,No,1,7.0,Highly Rural/ Rural,0,0,1.0
3985,582692958,0,1963-09-13,36.0,0,8.0,79000.0,No,194000.0,No,M,Masters,Lawyer,60,Private,12990,13,Minivan,no,Yes,5,9.0,Highly Urban/ Urban,0,0,1.0
3986,788026625,0,1944-05-11,55.0,0,13.0,114000.0,No,354000.0,No,F,Bachelors,Blue Collar,33,Commercial,40750,1,Van,no,No,0,10.0,Highly Urban/ Urban,0,0,1.0
3987,213154381,0,1968-10-23,31.0,1,7.0,4000.0,No,,Yes,M,High School,Student,26,Commercial,4960,7,Pickup,yes,Yes,0,8.0,Highly Urban/ Urban,2136,3,1.0
3988,774563716,0,1960-03-15,39.0,0,12.0,39000.0,No,185000.0,Yes,M,High School,Professional,16,Private,1500,7,Minivan,yes,No,0,,Highly Urban/ Urban,0,0,1.0
3989,632697738,0,1957-05-13,42.0,3,14.0,182000.0,No,401000.0,Yes,F,PhD,Professional,32,Private,40630,10,Van,no,No,0,16.0,Highly Urban/ Urban,0,0,1.0
3990,439859949,2,1959-06-05,40.0,2,14.0,58000.0,No,244000.0,Yes,F,Bachelors,Clerical,31,Private,15150,14,SUV,no,No,0,1.0,Highly Urban/ Urban,663,4,1.0
3991,29254463,0,1950-09-01,49.0,0,8.0,1000.0,No,117000.0,Yes,F,Below High Sc,Home Maker,35,Private,6400,4,Sports Car,no,No,0,1.0,Highly Urban/ Urban,0,0,1.0
3992,41438222,0,1951-08-11,48.0,0,13.0,157000.0,No,432000.0,Yes,F,PhD,Manager,41,Private,21990,7,Minivan,no,No,0,14.0,Highly Urban/ Urban,0,0,1.0
3993,689874543,0,1951-12-25,47.0,0,10.0,52000.0,No,,No,M,Below High Sc,Blue Collar,5,Commercial,20110,1,Van,no,Yes,0,1.0,Highly Urban/ Urban,3361,3,0.399
3994,718690115,0,1939-10-04,60.0,0,0.0,0.0,No,,Yes,F,High School,Home Maker,32,Private,7500,4,Sports Car,no,No,2,1.0,Highly Rural/ Rural,0,0,1.0
3995,852897315,0,1967-04-17,32.0,0,0.0,0.0,No,,No,F,Masters,Home Maker,49,Private,12790,13,Minivan,no,No,9,18.0,Highly Urban/ Urban,2885,2,0.924
3996,657357664,0,1947-12-27,51.0,0,12.0,50000.0,No,,Yes,M,High School,Blue Collar,37,Commercial,10790,1,Pickup,no,No,0,1.0,Highly Urban/ Urban,0,0,1.0
3997,105813423,1,1957-09-02,42.0,3,5.0,21000.0,Yes,,No,M,High School,Clerical,37,Private,20630,4,Van,yes,No,1,8.0,Highly Rural/ Rural,14755,3,1.0
3998,619469055,0,1967-03-14,32.0,2,10.0,27000.0,Yes,137000.0,No,M,Below High Sc,Blue Collar,10,Private,4210,1,Minivan,no,No,5,5.0,Highly Urban/ Urban,1026,3,1.0
3999,36771943,0,1952-11-24,46.0,0,10.0,59000.0,No,248000.0,No,M,Bachelors,Blue Collar,32,Commercial,12010,7,Pickup,yes,No,3,6.0,Highly Rural/ Rural,0,0,1.0
4000,620188850,0,1952-01-21,47.0,0,7.0,115000.0,No,313000.0,Yes,F,Masters,Manager,36,Private,17700,1,SUV,no,No,0,16.0,Highly Urban/ Urban,0,0,0.624
4001,761295422,0,1947-01-10,52.0,0,0.0,0.0,No,135000.0,No,F,High School,Home Maker,48,Private,17620,1,SUV,no,Yes,0,8.0,Highly Urban/ Urban,0,0,1.0
4002,281097608,0,1949-07-07,50.0,0,7.0,64000.0,No,,No,F,Bachelors,Manager,21,Private,7870,6,SUV,no,No,2,7.0,Highly Urban/ Urban,0,0,1.0
4003,771190621,0,1954-10-06,45.0,0,13.0,103000.0,No,,No,F,Masters,Lawyer,38,Private,11810,1,SUV,no,No,1,21.0,Highly Urban/ Urban,3427,7,1.0
4004,331783226,0,1943-07-15,56.0,0,11.0,134000.0,No,353000.0,Yes,M,Bachelors,Professional,45,Private,37200,1,Minivan,yes,No,1,10.0,Highly Urban/ Urban,0,0,1.0
4005,279799481,0,1960-02-21,39.0,0,14.0,93000.0,No,245000.0,Yes,M,Bachelors,Professional,29,Commercial,24480,14,Panel Truck,yes,No,1,1.0,Highly Rural/ Rural,0,0,0.078
4006,445227197,0,1961-12-20,37.0,0,8.0,72000.0,No,230000.0,Yes,M,Masters,Unknown,32,Commercial,23670,6,Panel Truck,yes,No,0,17.0,Highly Urban/ Urban,0,0,0.771
4007,777634285,0,1945-07-14,54.0,0,11.0,43000.0,No,121000.0,Yes,F,High School,Blue Collar,27,Commercial,29370,6,Pickup,no,No,0,10.0,Highly Rural/ Rural,0,0,1.0
4008,712957573,0,1943-03-03,56.0,0,10.0,31000.0,No,143000.0,Yes,M,Masters,Manager,19,Private,12560,7,Minivan,no,No,3,9.0,Highly Urban/ Urban,0,0,1.0
4009,417704290,0,1958-07-17,41.0,0,,74000.0,No,,No,M,Bachelors,Professional,43,Private,16360,1,Van,yes,No,1,10.0,Highly Urban/ Urban,0,0,1.0
4010,238903525,0,1954-01-23,45.0,0,10.0,26000.0,No,,Yes,M,High School,Clerical,41,Private,13990,7,Minivan,no,No,1,5.0,Highly Urban/ Urban,0,0,1.0
4011,603345976,0,1945-03-25,54.0,0,14.0,39000.0,No,155000.0,Yes,M,Bachelors,Professional,30,Commercial,26150,7,Panel Truck,no,No,1,9.0,Highly Urban/ Urban,0,0,1.0
4012,46413377,0,1950-01-29,49.0,0,11.0,124000.0,No,,No,F,Masters,Manager,42,Private,21930,10,SUV,no,No,3,19.0,Highly Urban/ Urban,0,0,1.0
4013,462700011,0,1955-03-09,44.0,0,13.0,62000.0,No,203000.0,Yes,F,High School,Manager,9,Private,8620,9,SUV,no,No,2,1.0,Highly Urban/ Urban,0,0,1.0
4014,164734443,0,1962-06-23,37.0,0,14.0,62000.0,No,204000.0,Yes,F,Bachelors,Clerical,47,Private,17240,4,SUV,no,Yes,1,7.0,Highly Urban/ Urban,0,0,1.0
4015,8467576,2,1959-12-01,39.0,2,,22000.0,No,168000.0,Yes,M,Below High Sc,Blue Collar,34,Commercial,15110,1,Minivan,no,No,0,5.0,Highly Urban/ Urban,5206,2,1.0
4016,721468372,0,1961-02-06,38.0,0,13.0,28000.0,No,182000.0,Yes,F,Bachelors,Home Maker,36,Private,8120,1,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
4017,587383476,0,1960-07-16,39.0,0,6.0,,No,,No,M,Below High Sc,Blue Collar,44,Private,12720,1,Minivan,no,No,4,1.0,Highly Urban/ Urban,18960,2,1.0
4018,233385530,0,1959-12-27,39.0,0,9.0,62000.0,No,219000.0,No,F,High School,Manager,29,Private,13640,14,Minivan,no,No,2,1.0,Highly Urban/ Urban,0,0,1.0
4019,720188280,1,1939-06-15,60.0,1,14.0,54000.0,No,230000.0,Yes,M,High School,Blue Collar,33,Commercial,10980,10,Pickup,no,No,1,1.0,Highly Rural/ Rural,0,0,0.933
4020,247789168,0,1955-10-12,44.0,0,13.0,89000.0,No,282000.0,Yes,M,Masters,Unknown,15,Commercial,6000,7,Pickup,no,No,3,16.0,Highly Urban/ Urban,0,0,1.0
4021,299673154,0,1963-02-22,36.0,0,11.0,101000.0,No,300000.0,Yes,F,Masters,Unknown,18,Commercial,36970,9,Panel Truck,no,No,6,18.0,Highly Urban/ Urban,0,0,1.0
4022,457973804,0,1946-08-18,53.0,0,16.0,21000.0,No,,Yes,M,Bachelors,Student,28,Commercial,8860,4,Pickup,no,No,2,9.0,Highly Urban/ Urban,0,0,1.0
4023,711018126,0,1963-05-09,36.0,2,12.0,3000.0,Yes,,No,M,Below High Sc,Student,49,Private,15340,1,Minivan,no,No,0,6.0,Highly Rural/ Rural,0,0,1.0
4024,655374127,0,1949-12-06,49.0,0,13.0,36000.0,No,150000.0,No,F,High School,Clerical,46,Private,11280,1,SUV,no,No,0,6.0,Highly Rural/ Rural,0,0,1.0
4025,148236937,0,1944-04-14,55.0,0,10.0,,No,,No,F,PhD,Home Maker,61,Private,17720,1,Minivan,no,No,0,15.0,Highly Urban/ Urban,3848,1,0.162
4026,851781448,0,1955-12-31,43.0,3,0.0,0.0,No,,Yes,F,High School,Student,24,Commercial,5800,13,Sports Car,no,No,6,1.0,Highly Urban/ Urban,1452,2,1.0
4027,40478781,1,1960-11-25,38.0,1,8.0,41000.0,No,154000.0,Yes,F,Bachelors,Clerical,29,Private,20690,17,SUV,no,No,4,11.0,Highly Rural/ Rural,0,0,1.0
4028,460636426,0,1939-06-06,60.0,0,17.0,38000.0,No,137000.0,Yes,F,High School,Blue Collar,47,Commercial,5340,6,SUV,no,No,3,1.0,Highly Urban/ Urban,3318,7,0.309
4029,833422820,0,1945-11-30,53.0,0,12.0,45000.0,No,182000.0,Yes,M,Bachelors,Professional,39,Commercial,21980,1,Van,no,No,0,11.0,Highly Urban/ Urban,0,0,0.582
4030,380033719,0,1961-08-25,38.0,0,11.0,,No,,No,M,High School,Blue Collar,5,Commercial,17380,6,Van,yes,No,1,1.0,Highly Rural/ Rural,4542,6,1.0
4031,983800811,0,1951-05-13,48.0,0,13.0,76000.0,No,,Yes,M,Masters,Professional,26,Commercial,28210,4,Panel Truck,yes,No,0,10.0,Highly Urban/ Urban,0,0,1.0
4032,143417539,0,1947-06-06,52.0,0,14.0,84000.0,No,269000.0,Yes,M,PhD,Doctor,53,Private,15110,4,Minivan,yes,No,0,,Highly Urban/ Urban,0,0,0.708
4033,36324415,0,1946-12-23,52.0,0,13.0,146000.0,No,437000.0,Yes,M,Masters,Unknown,19,Commercial,18630,14,Van,no,No,2,15.0,Highly Urban/ Urban,0,0,1.0
4034,708767803,0,1946-11-04,53.0,0,0.0,0.0,No,,No,M,High School,Student,47,Commercial,30050,14,Panel Truck,yes,No,0,1.0,Highly Rural/ Rural,0,0,0.501
4035,46601637,0,1955-11-13,44.0,0,10.0,72000.0,No,224000.0,No,F,Bachelors,Blue Collar,41,Commercial,13110,4,SUV,no,No,0,7.0,Highly Rural/ Rural,0,0,1.0
4036,950870120,0,1941-11-11,58.0,0,,61000.0,No,206000.0,Yes,M,Bachelors,Professional,39,Commercial,30050,3,Panel Truck,yes,No,1,4.0,Highly Rural/ Rural,0,0,0.555
4037,687551495,0,1964-06-24,35.0,3,11.0,82000.0,No,232000.0,Yes,F,Bachelors,Professional,71,Private,32210,1,SUV,no,No,0,6.0,Highly Rural/ Rural,0,0,0.786
4038,333567382,0,1948-04-27,51.0,0,8.0,,No,167000.0,Yes,M,Bachelors,Manager,36,Commercial,8100,3,Pickup,yes,No,0,17.0,Highly Urban/ Urban,0,0,1.0
4039,385591442,0,1945-10-05,54.0,0,0.0,0.0,No,110000.0,Yes,F,Masters,Home Maker,55,Private,6900,6,SUV,no,No,0,12.0,Highly Urban/ Urban,0,0,0.201
4040,21872625,0,1925-11-29,73.0,3,,117000.0,No,362000.0,Yes,M,PhD,Doctor,5,Private,19540,14,Minivan,no,No,0,21.0,Highly Urban/ Urban,0,0,1.0
4041,353160051,0,1953-01-03,46.0,0,15.0,36000.0,No,,No,M,High School,Clerical,44,Private,18410,9,Van,no,No,0,5.0,Highly Rural/ Rural,0,0,1.0
4042,291000409,0,1948-07-09,51.0,0,12.0,222000.0,No,552000.0,Yes,F,PhD,Doctor,23,Private,43510,1,SUV,no,No,2,16.0,Highly Urban/ Urban,0,0,1.0
4043,432497940,0,1964-08-13,35.0,1,13.0,22000.0,Yes,,No,F,High School,Clerical,10,Private,14360,4,SUV,no,No,1,1.0,Highly Urban/ Urban,8748,4,0.699
4044,397105130,1,1963-04-02,36.0,2,14.0,113000.0,No,324000.0,Yes,M,Bachelors,Blue Collar,22,Commercial,4560,7,Pickup,yes,No,1,14.0,Highly Urban/ Urban,0,0,1.0
4045,137130471,0,1968-09-19,31.0,1,13.0,39000.0,No,116000.0,Yes,F,High School,Professional,60,Private,10260,4,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
4046,176836967,0,1952-05-01,47.0,0,13.0,63000.0,No,182000.0,Yes,M,High School,Clerical,28,Private,14460,10,Minivan,no,No,0,,Highly Urban/ Urban,0,0,1.0
4047,197692132,0,1950-03-27,49.0,0,12.0,30000.0,No,113000.0,No,M,PhD,Doctor,49,Private,17070,4,Minivan,no,No,0,15.0,Highly Urban/ Urban,0,0,1.0
