,source,text,question,answer,chatgpt_response
414,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",And who was ordered to be released?,Susan Illston,"Gary Anderson, Barry Bonds' former trainer, was ordered to be released from prison by U.S. District Judge Susan Illston.

"
415,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",What was bonds charged with?,Lying under oath,"Bonds was charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. He was also charged with one count of obstruction of justice. These charges could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors.

"
416,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",What did Illston find Anderson guilty of on day one?,Contempt of court,"Illston found Anderson guilty of contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use.

"
417,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",How many times had Anderson been guilty of this?,twice before,"It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds.

"
418,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",Who had he refused to appear before?,A federal grand jury,"Anderson had refused to appear before a federal grand jury investigating Bonds.

"
419,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",What was Ilslton's profession?,U.S. District Judge,"U.S. District Judge Susan Illston was a judge.

"
420,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",How old was Bonds?,46,"Bonds was 46 years old.

"
421,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",How many were in the jury?,12,"The jury of eight women and four men.

"
422,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",How many were women?,eight,"The jury in Barry Bonds' perjury and obstruction of justice case consisted of 8 women and 4 men.

"
423,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",Where was this?,San Francisco,"This was in San Francisco, California. The jury was deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007.

"
424,cnn,"San Francisco (CNN) -- Barry Bonds' former trainer was freed Friday from the prison where he's been held since he refused to testify in the baseball legend's perjury trial two weeks ago. 

With the jury now deliberating the perjury and obstruction of justice case against Bonds, U.S. District Judge Susan Illston ordered Gary Anderson to be released. 

Illston found Anderson in contempt of court on the first day of trial testimony when his lawyer informed her that he would not take the stand to answer questions about Bonds' steroid use. 

It was the third time Anderson chose jail time over testimony. He was sent to prison for several weeks twice before when he refused to appear before a federal grand jury investigating Bonds. 

The absence of the trainer's testimony hampered the government's case against Bonds, who is charged with lying under oath when he testified about his steroids use in 2003 before the grand jury that was investigating an alleged sports doping scandal involving Anderson of the Bay Area Laboratory Co-operative. 

Bonds, 46, allegedly lied about knowingly taking performance-enhancing drugs and about being injected by anyone but his doctors. 

The jury of eight women and four men are deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007. 

The three perjury counts and one count of obstruction of justice could each carry a 10-year prison sentence upon conviction. A fourth perjury charge was dropped by prosecutors Wednesday. ",Less than 2 miles from where?,A ballpark,"The jury was deciding Bonds' fate in a San Francisco federal courthouse less than two miles from the ballpark where Bonds broke Hank Aaron's major league home run record in August 2007.

"
425,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",How do you tell the answers?,they are bold,"The answers to the quiz are provided in bold text, indicating the correct answer for each question. Additionally, the reasoning for the answers are given in the text as well.

"
426,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",What is the sum?,33,"It is not specified in the question what the sum of the series is. The question is asking what letter logically completes the series, and the answer is ""V"" (as it goes alphabetically in reverse order).

"
427,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",how did nicole feel?,sure she was rightr,"It is not mentioned in the question how Nicole felt in the question 3 of the quiz. It only mentioned that Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below.

"
428,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",about what?,which plant wasn't a tree,"The question is asking what letter would logically complete the series ""A Z B Y C X D W E?"". The series is composed of letters of the alphabet, going forward from A to E and backward from Z to W. The answer is ""V"".

"
429,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",did she answer?,yes,"It is mentioned in the question 3 that Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below, which is Banana. So, Yes, she did answer.

"
430,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",did she think it was right?,jyes,"It is mentioned in the question 3 that Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below, so it can be inferred that she thought her answer was right.

"
431,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",which plants were included?,"Peach, plum, walnut, linden, banana","The plants included in the question were Peach, plum, walnut, linden, and banana.

"
432,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",did she have other questions?,no,"The plants included in the question were Peach, plum, walnut, linden, and banana.

"
433,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",How many bricklayers were there?,12,"There were 12 bricklayers.

"
434,cnn,"(CNN) -- Answers to the quiz are in bold. 

1. What is the 5-digit number in which the first, third and last digits are the same, the first digit is four less than the second, the last is four less than the fourth and the second and fourth are the same? (Hint: The sum of all the digits is 33.) 59,595 

2. Boris Smetana and Karl Smith were world-class chess champions. In one series of matches, each won every game. How? They were not playing each other 

3. Nicole was sure she got the right answer when her botany teacher asked her to pick out the plant that was not a tree from the list below. Which one would you choose? Peach, plum, walnut, linden, banana Banana 

4. Six bricklayers can lay 24 bricks in half an hour. How many bricks can 12 bricklayers lay in two hours? 192 (Each bricklayer lays four bricks in half an hour, or eight bricks in an hour. That is 16 bricks in two hours times 12 bricklayers who can lay 16 bricks each.) 

5. What is the number that is one more than one-tenth of one-fifth of one-half of 4,000? 41. (4,000/2 = 2,000, /5=400,/10=40,+1=41) 

6. In a pie-eating contest, Alice was neither first nor last, but she beat Evan. Ben beat Alice. Carol beat Dan who beat Ben. Who was last? Evan 

7. What letter would logically complete the series below? A Z B Y C X D W E? V (There are two series: A to E forward and Z, Y, X, W backward) ",bricklayers?,12 bricklayers,"Question 4 refers to the number of bricklayers. There were 12 bricklayers.

"
435,cnn,"(CNN) -- When people want to give back to their community, they typically pull out their checkbooks. 

Jayson Black decided to pull out his running shoes. 

The 28-year-old IT consultant pledged to run 26.2 miles a day for 26 days -- a total of 681.2 miles -- to raise money and awareness for the Three Square Food Bank of Southern Nevada. 

""My hopes are that people will see and hear about this epic mission and open their eyes a little bit,"" Black said on day eight of his challenge. ""Las Vegas isn't all about the sparkling lights and big hotels and casinos. In the shadows and down the alleys that surround the Strip, people are hungry."" 

The mission 

Black first came to CNN's attention through longtime iReporter Chris Morrow, who was in Las Vegas and read about his campaign. 

Black spent Thanksgiving Day on the street. 

He woke up, went to church and ran all day. After completing his daily marathon, Black came home for a Thanksgiving meal of salad and protein shakes. 

CNN iReport: 26 marathons in 26 days 

He's not complaining. He says he started this challenge to draw attention to impoverished people who go hungry on a daily basis. 

""You drive around any city in the United States, and there's always someone somewhere holding a sign or digging through a garbage can for something to eat,"" he says. ""It's great that everyone donates a turkey at Thanksgiving, but this is something bigger than just Thanksgiving."" 

An estimated 16.2% of the Southern Nevada population is considered ""food insecure,"" meaning people do not know when or from where their next meal will come. ",How much of Southern Nevada is food insecure?,An estimated 16.2%,"Question 4 refers to the number of bricklayers. There were 12 bricklayers.

"
436,cnn,"(CNN) -- When people want to give back to their community, they typically pull out their checkbooks. 

Jayson Black decided to pull out his running shoes. 

The 28-year-old IT consultant pledged to run 26.2 miles a day for 26 days -- a total of 681.2 miles -- to raise money and awareness for the Three Square Food Bank of Southern Nevada. 

""My hopes are that people will see and hear about this epic mission and open their eyes a little bit,"" Black said on day eight of his challenge. ""Las Vegas isn't all about the sparkling lights and big hotels and casinos. In the shadows and down the alleys that surround the Strip, people are hungry."" 

The mission 

Black first came to CNN's attention through longtime iReporter Chris Morrow, who was in Las Vegas and read about his campaign. 

Black spent Thanksgiving Day on the street. 

He woke up, went to church and ran all day. After completing his daily marathon, Black came home for a Thanksgiving meal of salad and protein shakes. 

CNN iReport: 26 marathons in 26 days 

He's not complaining. He says he started this challenge to draw attention to impoverished people who go hungry on a daily basis. 

""You drive around any city in the United States, and there's always someone somewhere holding a sign or digging through a garbage can for something to eat,"" he says. ""It's great that everyone donates a turkey at Thanksgiving, but this is something bigger than just Thanksgiving."" 

An estimated 16.2% of the Southern Nevada population is considered ""food insecure,"" meaning people do not know when or from where their next meal will come. ",What do people usually do to help?,pull out their checkbooks.,"When people want to give back to their community, they typically pull out their checkbooks and make financial donations.

"
